seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=624	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=625	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=626	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=627	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=628	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=629	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=630	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=631	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=632	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=633	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=634	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=635	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=636	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=637	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=638	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=639	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=640	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=641	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=642	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=643	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=644	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=645	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=646	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=647	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=648	fitness=0.378723171924	chromosome=0111111111101000100000000101011010000000010011010111111111110001011111111010111101111111001000111000000000001010100000000011111001111111110001001000000000100110	decoded=[-0.003672, 0.013516, 0.012110, -0.002266, -0.012578, -0.034454, 0.001641, 0.009766, -0.009297, 0.006016]
gen=649	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=650	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=651	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=652	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=653	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=654	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=655	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=656	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=657	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=658	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=659	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=660	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=661	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=662	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=663	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=664	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=665	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=666	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=667	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
gen=668	fitness=0.343504087286	chromosome=0111111111101010100000000101011010000000010011010111111111101101011111111011100101111111110001111000000010101001100000000111001001111111111010001000000001001110	decoded=[-0.003359, 0.013516, 0.012110, -0.002891, -0.011016, -0.008828, 0.026485, 0.017891, -0.003672, 0.012266]
